Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_H_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_CH3_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H5_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C3H8_Soln#4 (),Mole_fraction_NC3H7_Soln#4 (),Mole_fraction_C3H6_Soln#4 (),Mole_fraction_C3H5-A_Soln#4 (),Mole_fraction_C3H4-P_Soln#4 (),Mole_fraction_C3H4-A_Soln#4 (),Mole_fraction_NC4H10_Soln#4 (),Mole_fraction_IC4H10_Soln#4 (),Mole_fraction_IC4H8_Soln#4 (),Mole_fraction_IC4H7_Soln#4 (),Mole_fraction_C4H8-1_Soln#4 (),Mole_fraction_C4H8-2_Soln#4 (),Mole_fraction_C4H71-3_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C4H4_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_FULVENE_Soln#4 (),Mole_fraction_C5H6_Soln#4 (),Mole_fraction_MCPTD_Soln#4 (),Mole_fraction_NC5H12_Soln#4 (),Mole_fraction_NC5H10_Soln#4 (),Mole_fraction_B1M2_Soln#4 (),Mole_fraction_B1M3_Soln#4 (),Mole_fraction_B2M2_Soln#4 (),Mole_fraction_CYC5H8_Soln#4 (),Mole_fraction_LC5H8_Soln#4 (),Mole_fraction_DIALLYL_Soln#4 (),Mole_fraction_CYC6H8_Soln#4 (),Mole_fraction_CYC6H10_Soln#4 (),Mole_fraction_NC6H12_Soln#4 (),Mole_fraction_NC7H14_Soln#4 (),Mole_fraction_DIMEPTD_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_XYLENE_Soln#4 (),Mole_fraction_INDENE_Soln#4 (),Mole_fraction_NPBENZ_Soln#4 (),Mole_fraction_NC12H26_Soln#4 (),Mole_fraction_NC16H34_Soln#4 (),Mole_fraction_NC10H20_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
2.107069E-5,15.68738,-1.003829E9,1146.946,1146.946,0.001569637,1.0,0.9498108,3.169148E-6,1.802919E-4,4.786199E-5,9.719091E-5,3.712827E-5,8.300076E-4,5.186428E-7,1.142072E-5,2.455726E-6,4.144085E-4,5.132214E-5,2.368671E-8,5.05038E-7,5.883509E-6,4.435559E-8,5.512372E-9,1.311236E-7,1.503451E-4,3.501102E-6,5.162978E-5,1.07924E-4,9.70131E-9,2.633436E-6,2.670058E-12,3.689828E-8,1.534035E-10,3.286961E-7,1.209736E-4,9.007155E-10,1.289915E-6,5.334148E-10,9.212415E-11,6.220678E-5,6.53783E-6,6.029663E-9,4.741793E-10,1.441994E-5,1.397267E-4,1.167256E-10,0.004065427,5.254518E-6,1.25555E-10,1.149277E-7,2.246194E-8,2.110652E-11,1.587706E-7,0.01089026,0.006524019,0.02635699,9.416907,1.000569E-4,534070.5,534070.5
2.116242E-5,15.68734,-1.003659E9,1146.931,1146.931,0.001569637,1.0,0.9498019,3.170788E-6,1.814561E-4,4.789231E-5,9.776025E-5,3.714097E-5,8.347028E-4,5.233605E-7,1.150035E-5,2.456491E-6,4.16768E-4,5.13931E-5,2.392026E-8,5.088999E-7,5.923969E-6,4.473552E-8,5.601886E-9,1.3267E-7,1.512173E-4,3.529928E-6,5.174859E-5,1.086471E-4,9.840024E-9,2.64951E-6,2.71975E-12,3.737257E-8,1.553842E-10,3.309536E-7,1.21689E-4,9.115461E-10,1.301895E-6,5.39854E-10,9.338845E-11,6.25844E-5,6.596496E-6,6.131099E-9,4.805994E-10,1.449138E-5,1.405465E-4,1.182945E-10,0.00406534,5.282726E-6,1.277842E-10,1.161272E-7,2.2673E-8,2.148091E-11,1.605961E-7,0.01088946,0.006523375,0.02635462,9.416811,1.000572E-4,534065.1,534065.1
2.148281E-5,15.68718,-1.003048E9,1146.879,1146.879,0.001569637,1.0,0.9497705,3.176287E-6,1.85527E-4,4.799342E-5,9.974989E-5,3.718289E-5,8.511101E-4,5.399658E-7,1.177899E-5,2.459008E-6,4.250142E-4,5.163425E-5,2.474507E-8,5.224341E-7,6.065502E-6,4.606951E-8,5.922466E-9,1.381462E-7,1.542661E-4,3.631192E-6,5.215668E-5,1.111791E-4,1.033379E-8,2.705707E-6,2.898694E-12,3.905649E-8,1.624192E-10,3.388501E-7,1.241902E-4,9.499692E-10,1.344013E-6,5.626755E-10,9.788674E-11,6.390426E-5,6.802264E-6,6.493793E-9,5.034275E-10,1.474086E-5,1.434117E-4,1.238751E-10,0.004065037,5.380988E-6,1.357867E-10,1.203665E-7,2.341644E-8,2.282461E-11,1.670547E-7,0.01088665,0.006521124,0.02634633,9.416476,1.000582E-4,534046.1,534046.1
2.177671E-5,15.68704,-1.002459E9,1146.831,1146.831,0.001569637,1.0,0.9497417,3.180996E-6,1.892676E-4,4.808015E-5,1.015766E-4,3.721831E-5,8.661728E-4,5.553649E-7,1.203524E-5,2.461126E-6,4.325858E-4,5.1847E-5,2.551366E-8,5.349091E-7,6.195622E-6,4.730236E-8,6.227113E-9,1.432683E-7,1.570665E-4,3.724869E-6,5.252218E-5,1.135102E-4,1.079896E-8,2.757335E-6,3.070057E-12,4.063729E-8,1.690272E-10,3.461088E-7,1.26488E-4,9.860022E-10,1.383003E-6,5.840467E-10,1.021221E-10,6.511628E-5,6.992127E-6,6.837617E-9,5.249022E-10,1.496966E-5,1.460422E-4,1.291274E-10,0.004064759,5.470794E-6,1.434168E-10,1.243205E-7,2.410659E-8,2.410529E-11,1.730879E-7,0.01088408,0.006519057,0.02633872,9.416169,1.000591E-4,534028.7,534028.7
2.204148E-5,15.68691,-1.001893E9,1146.788,1146.788,0.001569637,1.0,0.9497157,3.184954E-6,1.926422E-4,4.815337E-5,1.032234E-4,3.724772E-5,8.797511E-4,5.693772E-7,1.226661E-5,2.462868E-6,4.394123E-4,5.20317E-5,2.621623E-8,5.461961E-7,6.313069E-6,4.842059E-8,6.510726E-9,1.479666E-7,1.595922E-4,3.809899E-6,5.284403E-5,1.156172E-4,1.12285E-8,2.803905E-6,3.230733E-12,4.20922E-8,1.751125E-10,3.526597E-7,1.285605E-4,1.019136E-9,1.41842E-6,6.036712E-10,1.060309E-10,6.620912E-5,7.164055E-6,7.156902E-9,5.447045E-10,1.517571E-5,1.484136E-4,1.339731E-10,0.004064508,5.551404E-6,1.505416E-10,1.279378E-7,2.473517E-8,2.530072E-11,1.786151E-7,0.01088176,0.006517195,0.02633186,9.415893,1.000599E-4,534013.0,534013.0
2.221538E-5,15.68683,-1.001512E9,1146.76,1146.76,0.001569637,1.0,0.9496987,3.187432E-6,1.948608E-4,4.819916E-5,1.043055E-4,3.726588E-5,8.886727E-4,5.786472E-7,1.241881E-5,2.463937E-6,4.438981E-4,5.214971E-5,2.668258E-8,5.536318E-7,6.390306E-6,4.915862E-8,6.701527E-9,1.510931E-7,1.612522E-4,3.866047E-6,5.305184E-5,1.170043E-4,1.151573E-8,2.834517E-6,3.339392E-12,4.306277E-8,1.791737E-10,3.569674E-7,1.299228E-4,1.041227E-9,1.441821E-6,6.167409E-10,1.086438E-10,6.692729E-5,7.27738E-6,7.371278E-9,5.579331E-10,1.5311E-5,1.499717E-4,1.372113E-10,0.004064344,5.604199E-6,1.553453E-10,1.303402E-7,2.515129E-8,2.610647E-11,1.822898E-7,0.01088024,0.006515971,0.02632735,9.415711,1.000604E-4,534002.7,534002.7
2.290433E-5,15.6865,-9.998949E8,1146.648,1146.648,0.001569637,1.0,0.9496311,3.19623E-6,2.036663E-4,4.836303E-5,1.085959E-4,3.732893E-5,9.240442E-4,6.159035E-7,1.302353E-5,2.467593E-6,4.616866E-4,5.259186E-5,2.856988E-8,5.832654E-7,6.697055E-6,5.211083E-8,7.494751E-9,1.638075E-7,1.678379E-4,4.090893E-6,5.384699E-5,1.225246E-4,1.269514E-8,2.955999E-6,3.795893E-12,4.702944E-8,1.957874E-10,3.740722E-7,1.353286E-4,1.131412E-9,1.535609E-6,6.699789E-10,1.193659E-10,6.977544E-5,7.729401E-6,8.258616E-9,6.121477E-10,1.584667E-5,1.561494E-4,1.504929E-10,0.004063693,5.812141E-6,1.754008E-10,1.400726E-7,2.682577E-8,2.946855E-11,1.972062E-7,0.0108742,0.006511121,0.02630949,9.41499,1.000626E-4,533961.9,533961.9
2.311251E-5,15.6864,-9.993803E8,1146.614,1146.614,0.001569637,1.0,0.9496107,3.198598E-6,2.063315E-4,4.840738E-5,1.098932E-4,3.734535E-5,9.347386E-4,6.273227E-7,1.320675E-5,2.468524E-6,4.67066E-4,5.27179E-5,2.915244E-8,5.92271E-7,6.789952E-6,5.30114E-8,7.746272E-9,1.677509E-7,1.698303E-4,4.159562E-6,5.407867E-5,1.242E-4,1.306446E-8,2.992762E-6,3.94215E-12,4.826585E-8,2.009711E-10,3.79251E-7,1.369643E-4,1.159497E-9,1.564273E-6,6.865185E-10,1.227216E-10,7.063679E-5,7.866856E-6,8.53865E-9,6.290926E-10,1.60084E-5,1.580171E-4,1.546475E-10,0.004063497,5.874582E-6,1.817862E-10,1.430795E-7,2.733961E-8,3.053835E-11,2.018239E-7,0.01087237,0.006509655,0.02630409,9.414773,1.000632E-4,533949.5,533949.5
2.319715E-5,15.68636,-9.991618E8,1146.601,1146.601,0.001569637,1.0,0.9496024,3.19952E-6,2.074156E-4,4.842476E-5,1.104208E-4,3.73517E-5,9.390874E-4,6.319867E-7,1.32813E-5,2.468881E-6,4.692536E-4,5.276818E-5,2.939093E-8,5.95939E-7,6.827747E-6,5.337865E-8,7.850141E-9,1.693678E-7,1.706407E-4,4.187572E-6,5.417175E-5,1.248821E-4,1.321635E-8,3.007715E-6,4.002752E-12,4.87736E-8,2.031006E-10,3.813579E-7,1.376296E-4,1.171027E-9,1.575969E-6,6.933034E-10,1.241014E-10,7.098709E-5,7.92285E-6,8.654103E-9,6.360574E-10,1.607415E-5,1.587766E-4,1.563556E-10,0.004063417,5.899916E-6,1.844267E-10,1.443107E-7,2.754956E-8,3.098062E-11,2.037159E-7,0.01087163,0.006509059,0.02630189,9.414684,1.000634E-4,533944.5,533944.5
2.355555E-5,15.68619,-9.982346E8,1146.543,1146.543,0.001569637,1.0,0.9495672,3.203202E-6,2.120095E-4,4.849429E-5,1.126553E-4,3.737651E-5,9.575058E-4,6.518702E-7,1.359735E-5,2.470257E-6,4.785196E-4,5.297504E-5,3.041124E-8,6.115114E-7,6.987937E-6,5.494072E-8,8.300394E-9,1.763005E-7,1.740736E-4,4.306787E-6,5.455876E-5,1.277764E-4,1.387066E-8,3.071076E-6,4.266781E-12,5.095603E-8,2.122587E-10,3.902866E-7,1.404484E-4,1.220568E-9,1.625757E-6,7.224207E-10,1.300441E-10,7.247083E-5,8.160603E-6,9.153272E-9,6.660334E-10,1.63524E-5,1.619933E-4,1.637103E-10,0.004063079,6.006842E-6,1.958944E-10,1.495804E-7,2.844508E-8,3.29009E-11,2.118214E-7,0.01086848,0.006506535,0.0262926,9.414309,1.000645E-4,533923.2,533923.2
2.364554E-5,15.68615,-9.97995E8,1146.528,1146.528,0.001569637,1.0,0.9495584,3.204061E-6,2.131638E-4,4.851075E-5,1.132165E-4,3.738224E-5,9.621317E-4,6.568966E-7,1.36768E-5,2.470568E-6,4.808471E-4,5.302551E-5,3.067007E-8,6.154317E-7,7.028198E-6,5.53347E-8,8.416103E-9,1.780631E-7,1.749361E-4,4.336872E-6,5.465418E-5,1.285046E-4,1.403776E-8,3.086996E-6,4.33497E-12,5.151222E-8,2.145939E-10,3.925304E-7,1.411566E-4,1.23319E-9,1.638323E-6,7.298295E-10,1.315616E-10,7.284352E-5,8.220463E-6,9.281213E-9,6.736825E-10,1.642224E-5,1.628011E-4,1.655878E-10,0.004062994,6.033604E-6,1.98847E-10,1.509177E-7,2.867157E-8,3.339515E-11,2.138801E-7,0.01086769,0.006505901,0.02629026,9.414215,1.000648E-4,533917.9,533917.9
2.376734E-5,15.68609,-9.976617E8,1146.508,1146.508,0.001569637,1.0,0.9495465,3.205192E-6,2.147265E-4,4.85324E-5,1.139761E-4,3.738966E-5,9.683925E-4,6.63721E-7,1.378438E-5,2.470967E-6,4.839972E-4,5.309284E-5,3.10221E-8,6.207436E-7,7.082708E-6,5.586902E-8,8.574471E-9,1.804629E-7,1.761034E-4,4.377673E-6,5.478215E-5,1.29491E-4,1.426578E-8,3.108547E-6,4.428524E-12,5.227035E-8,2.177779E-10,3.955682E-7,1.421153E-4,1.250391E-9,1.655373E-6,7.399206E-10,1.336319E-10,7.334796E-5,8.301573E-6,9.456089E-9,6.841154E-10,1.651673E-5,1.638945E-4,1.681491E-10,0.00406288,6.069763E-6,2.028918E-10,1.527368E-7,2.897916E-8,3.407212E-11,2.166819E-7,0.01086662,0.006505043,0.0262871,9.414088,1.000652E-4,533910.7,533910.7
2.566256E-5,15.6852,-9.920873E8,1146.202,1146.202,0.001569637,1.0,0.9493606,3.218004E-6,2.390934E-4,4.878723E-5,1.258004E-4,3.746323E-5,0.00106583,7.729236E-7,1.546451E-5,2.474382E-6,5.330405E-4,5.401506E-5,3.67455E-8,7.042194E-7,7.933319E-6,6.433495E-8,1.130067E-8,2.198367E-7,1.942893E-4,5.025534E-6,5.661536E-5,1.449591E-4,1.808076E-8,3.444553E-6,6.074617E-12,6.483945E-8,2.707157E-10,4.42943E-7,1.570558E-4,1.535365E-9,1.926247E-6,9.061002E-10,1.682512E-10,8.120083E-5,9.575284E-6,1.24256E-8,8.58045E-10,1.798349E-5,1.809072E-4,2.109345E-10,0.004061102,6.623649E-6,2.730611E-10,1.823407E-7,3.390976E-8,4.579837E-11,2.624551E-7,0.01084999,0.0064917,0.02623794,9.412106,1.000708E-4,533798.3,533798.3
2.602489E-5,15.68504,-9.909351E8,1146.144,1146.144,0.001569637,1.0,0.9493251,3.219526E-6,2.437594E-4,4.882042E-5,1.280608E-4,3.746931E-5,0.001084452,7.944176E-7,1.578671E-5,2.474499E-6,5.424168E-4,5.416714E-5,3.789173E-8,7.203336E-7,8.0963E-6,6.598398E-8,1.187993E-8,2.277944E-7,1.977681E-4,5.151972E-6,5.693374E-5,1.479387E-4,1.886735E-8,3.50889E-6,6.432149E-12,6.740738E-8,2.815676E-10,4.520138E-7,1.59915E-4,1.593576E-9,1.979128E-6,9.398185E-10,1.75387E-10,8.270194E-5,9.820727E-6,1.304677E-8,8.937804E-10,1.826303E-5,1.841575E-4,2.19744E-10,0.004060764,6.727608E-6,2.880813E-10,1.882729E-7,3.488167E-8,4.830428E-11,2.716634E-7,0.01084681,0.006489151,0.02622854,9.411728,1.000719E-4,533776.8,533776.8
2.630174E-5,15.68491,-9.900328E8,1146.1,1146.1,0.001569637,1.0,0.949298,3.220507E-6,2.473256E-4,4.884282E-5,1.297876E-4,3.747243E-5,0.001098677,8.109682E-7,1.603303E-5,2.474483E-6,5.495798E-4,5.427863E-5,3.877871E-8,7.326754E-7,8.220873E-6,6.725015E-8,1.233563E-8,2.339669E-7,2.00426E-4,5.249085E-6,5.717041E-5,1.502196E-4,1.948083E-8,3.558062E-6,6.715132E-12,6.940522E-8,2.900194E-10,4.589455E-7,1.620999E-4,1.638871E-9,2.019748E-6,9.660024E-10,1.809523E-10,8.384865E-5,1.000856E-5,1.353307E-8,9.216249E-10,1.847641E-5,1.866401E-4,2.266126E-10,0.004060506,6.806608E-6,2.999202E-10,1.928635E-7,3.563026E-8,5.027845E-11,2.787965E-7,0.01084438,0.006487204,0.02622137,9.411439,1.000727E-4,533760.4,533760.4
